Austronesian	Nuclear_Torricelli	Nuclear_Trans_New_Guinea	Sepik	Sko	Atlantic-Congo	Afro-Asiatic	Central_Sudanic	Nilotic	Mande	Surmic	Sino-Tibetan	Indo-European	Austroasiatic	Nakh-Daghestanian	Turkic	Uralic	Dravidian	Mongolic	Tai-Kadai	Uto-Aztecan	Otomanguean	Athapaskan-Eyak-Tlingit	Siouan	Salishan	Algic	Arawakan	Tucanoan	Chibchan	Pano-Tacanan	Cariban	Tupian	Pama-Nyungan	Gunwinyguan
Papunesia	Papunesia	Papunesia	Papunesia	Papunesia	Africa	Africa	Africa	Africa	Africa	Africa	Eurasia	Eurasia	Eurasia	Eurasia	Eurasia	Eurasia	Eurasia	Eurasia	Eurasia	North America	North America	North America	North America	North America	North America	South America	South America	South America	South America	South America	South America	Australia	Australia
